dataset,seed,method,review_rate,accepted_fraction,accepted_error
Breast cancer: benign vs malignant,0.0,SEF,0.2,0.8,0.0
Breast cancer: benign vs malignant,0.0,confidence,0.2,0.8,0.0
Breast cancer: benign vs malignant,0.0,confidence+SEF,0.2,0.8,0.0
Breast cancer: benign vs malignant,0.0,learned reject,0.2,0.8,0.0125
Breast cancer: benign vs malignant,0.0,SEF,0.3,0.7,0.0
Breast cancer: benign vs malignant,0.0,confidence,0.3,0.7,0.0
Breast cancer: benign vs malignant,0.0,confidence+SEF,0.3,0.7,0.0
Breast cancer: benign vs malignant,0.0,learned reject,0.3,0.7,0.014285714285714285
Breast cancer: benign vs malignant,0.0,SEF,0.4,0.6,0.0
Breast cancer: benign vs malignant,0.0,confidence,0.4,0.6,0.0
Breast cancer: benign vs malignant,0.0,confidence+SEF,0.4,0.6,0.0
Breast cancer: benign vs malignant,0.0,learned reject,0.4,0.6,0.016666666666666666
Breast cancer: benign vs malignant,1.0,SEF,0.0,1.0,0.035
Breast cancer: benign vs malignant,1.0,confidence,0.0,1.0,0.035
Breast cancer: benign vs malignant,1.0,confidence+SEF,0.0,1.0,0.035
Breast cancer: benign vs malignant,1.0,learned reject,0.0,1.0,0.035
Breast cancer: benign vs malignant,1.0,SEF,0.05,0.95,0.021052631578947368
Breast cancer: benign vs malignant,1.0,confidence,0.05,0.95,0.015789473684210527
Breast cancer: benign vs malignant,1.0,confidence+SEF,0.05,0.95,0.015789473684210527
Breast cancer: benign vs malignant,1.0,learned reject,0.05,0.95,0.015789473684210527
Breast cancer: benign vs malignant,1.0,SEF,0.1,0.9,0.005555555555555556
Breast cancer: benign vs malignant,1.0,confidence,0.1,0.9,0.005555555555555556
Breast cancer: benign vs malignant,1.0,confidence+SEF,0.1,0.9,0.005555555555555556
Breast cancer: benign vs malignant,1.0,learned reject,0.1,0.9,0.005555555555555556
Breast cancer: benign vs malignant,1.0,SEF,0.2,0.8,0.0
Breast cancer: benign vs malignant,1.0,confidence,0.2,0.8,0.00625
Breast cancer: benign vs malignant,1.0,confidence+SEF,0.2,0.8,0.0
Breast cancer: benign vs malignant,1.0,learned reject,0.2,0.8,0.00625
Breast cancer: benign vs malignant,1.0,SEF,0.3,0.7,0.0
Breast cancer: benign vs malignant,1.0,confidence,0.3,0.7,0.0
Breast cancer: benign vs malignant,1.0,confidence+SEF,0.3,0.7,0.0
Breast cancer: benign vs malignant,1.0,learned reject,0.3,0.7,0.0
Breast cancer: benign vs malignant,1.0,SEF,0.4,0.6,0.0
Breast cancer: benign vs malignant,1.0,confidence,0.4,0.6,0.0
Breast cancer: benign vs malignant,1.0,confidence+SEF,0.4,0.6,0.0
Breast cancer: benign vs malignant,1.0,learned reject,0.4,0.6,0.0
Breast cancer: benign vs malignant,2.0,SEF,0.0,1.0,0.02
Breast cancer: benign vs malignant,2.0,confidence,0.0,1.0,0.02
Breast cancer: benign vs malignant,2.0,confidence+SEF,0.0,1.0,0.02
Breast cancer: benign vs malignant,2.0,learned reject,0.0,1.0,0.02
Breast cancer: benign vs malignant,2.0,SEF,0.05,0.95,0.015789473684210527
Breast cancer: benign vs malignant,2.0,confidence,0.05,0.95,0.015789473684210527
Breast cancer: benign vs malignant,2.0,confidence+SEF,0.05,0.95,0.010526315789473684
Breast cancer: benign vs malignant,2.0,learned reject,0.05,0.95,0.010526315789473684
Breast cancer: benign vs malignant,2.0,SEF,0.1,0.9,0.011111111111111112
Breast cancer: benign vs malignant,2.0,confidence,0.1,0.9,0.011111111111111112
Breast cancer: benign vs malignant,2.0,confidence+SEF,0.1,0.9,0.011111111111111112
Breast cancer: benign vs malignant,2.0,learned reject,0.1,0.9,0.011111111111111112
Breast cancer: benign vs malignant,2.0,SEF,0.2,0.8,0.00625
Breast cancer: benign vs malignant,2.0,confidence,0.2,0.8,0.00625
Breast cancer: benign vs malignant,2.0,confidence+SEF,0.2,0.8,0.00625
Breast cancer: benign vs malignant,2.0,learned reject,0.2,0.8,0.0125
Breast cancer: benign vs malignant,2.0,SEF,0.3,0.7,0.007142857142857143
Breast cancer: benign vs malignant,2.0,confidence,0.3,0.7,0.007142857142857143
Breast cancer: benign vs malignant,2.0,confidence+SEF,0.3,0.7,0.007142857142857143
Breast cancer: benign vs malignant,2.0,learned reject,0.3,0.7,0.014285714285714285
Breast cancer: benign vs malignant,2.0,SEF,0.4,0.6,0.0
Breast cancer: benign vs malignant,2.0,confidence,0.4,0.6,0.008333333333333333
Breast cancer: benign vs malignant,2.0,confidence+SEF,0.4,0.6,0.008333333333333333
Breast cancer: benign vs malignant,2.0,learned reject,0.4,0.6,0.016666666666666666
Breast cancer: benign vs malignant,3.0,SEF,0.0,1.0,0.025
Breast cancer: benign vs malignant,3.0,confidence,0.0,1.0,0.025
Breast cancer: benign vs malignant,3.0,confidence+SEF,0.0,1.0,0.025
Breast cancer: benign vs malignant,3.0,learned reject,0.0,1.0,0.025
Breast cancer: benign vs malignant,3.0,SEF,0.05,0.95,0.015789473684210527
Breast cancer: benign vs malignant,3.0,confidence,0.05,0.95,0.015789473684210527
Breast cancer: benign vs malignant,3.0,confidence+SEF,0.05,0.95,0.015789473684210527
Breast cancer: benign vs malignant,3.0,learned reject,0.05,0.95,0.015789473684210527
Breast cancer: benign vs malignant,3.0,SEF,0.1,0.9,0.011111111111111112
Breast cancer: benign vs malignant,3.0,confidence,0.1,0.9,0.011111111111111112
Breast cancer: benign vs malignant,3.0,confidence+SEF,0.1,0.9,0.011111111111111112
Breast cancer: benign vs malignant,3.0,learned reject,0.1,0.9,0.016666666666666666
Breast cancer: benign vs malignant,3.0,SEF,0.2,0.8,0.0
Breast cancer: benign vs malignant,3.0,confidence,0.2,0.8,0.0
Breast cancer: benign vs malignant,3.0,confidence+SEF,0.2,0.8,0.0
Breast cancer: benign vs malignant,3.0,learned reject,0.2,0.8,0.01875
Breast cancer: benign vs malignant,3.0,SEF,0.3,0.7,0.0
Breast cancer: benign vs malignant,3.0,confidence,0.3,0.7,0.0
Breast cancer: benign vs malignant,3.0,confidence+SEF,0.3,0.7,0.0
Breast cancer: benign vs malignant,3.0,learned reject,0.3,0.7,0.02142857142857143
Breast cancer: benign vs malignant,3.0,SEF,0.4,0.6,0.0
Breast cancer: benign vs malignant,3.0,confidence,0.4,0.6,0.0
Breast cancer: benign vs malignant,3.0,confidence+SEF,0.4,0.6,0.0
Breast cancer: benign vs malignant,3.0,learned reject,0.4,0.6,0.025
Breast cancer: benign vs malignant,4.0,SEF,0.0,1.0,0.03
Breast cancer: benign vs malignant,4.0,confidence,0.0,1.0,0.03
Breast cancer: benign vs malignant,4.0,confidence+SEF,0.0,1.0,0.03
Breast cancer: benign vs malignant,4.0,learned reject,0.0,1.0,0.03
Breast cancer: benign vs malignant,4.0,SEF,0.05,0.95,0.02631578947368421
Breast cancer: benign vs malignant,4.0,confidence,0.05,0.95,0.021052631578947368
Breast cancer: benign vs malignant,4.0,confidence+SEF,0.05,0.95,0.021052631578947368
Breast cancer: benign vs malignant,4.0,learned reject,0.05,0.95,0.02631578947368421
Breast cancer: benign vs malignant,4.0,SEF,0.1,0.9,0.011111111111111112
Breast cancer: benign vs malignant,4.0,confidence,0.1,0.9,0.011111111111111112
Breast cancer: benign vs malignant,4.0,confidence+SEF,0.1,0.9,0.011111111111111112
Breast cancer: benign vs malignant,4.0,learned reject,0.1,0.9,0.022222222222222223
Breast cancer: benign vs malignant,4.0,SEF,0.2,0.8,0.00625
Breast cancer: benign vs malignant,4.0,confidence,0.2,0.8,0.00625
Breast cancer: benign vs malignant,4.0,confidence+SEF,0.2,0.8,0.00625
Breast cancer: benign vs malignant,4.0,learned reject,0.2,0.8,0.025
Breast cancer: benign vs malignant,4.0,SEF,0.3,0.7,0.007142857142857143
Breast cancer: benign vs malignant,4.0,confidence,0.3,0.7,0.007142857142857143
Breast cancer: benign vs malignant,4.0,confidence+SEF,0.3,0.7,0.007142857142857143
Breast cancer: benign vs malignant,4.0,learned reject,0.3,0.7,0.02857142857142857
Breast cancer: benign vs malignant,4.0,SEF,0.4,0.6,0.0
Breast cancer: benign vs malignant,4.0,confidence,0.4,0.6,0.0
Breast cancer: benign vs malignant,4.0,confidence+SEF,0.4,0.6,0.0
Breast cancer: benign vs malignant,4.0,learned reject,0.4,0.6,0.03333333333333333
Breast cancer: benign vs malignant,5.0,SEF,0.0,1.0,0.02
Breast cancer: benign vs malignant,5.0,confidence,0.0,1.0,0.02
Breast cancer: benign vs malignant,5.0,confidence+SEF,0.0,1.0,0.02
Breast cancer: benign vs malignant,5.0,learned reject,0.0,1.0,0.02
Breast cancer: benign vs malignant,5.0,SEF,0.05,0.95,0.0
Breast cancer: benign vs malignant,5.0,confidence,0.05,0.95,0.005263157894736842
Breast cancer: benign vs malignant,5.0,confidence+SEF,0.05,0.95,0.0
Breast cancer: benign vs malignant,5.0,learned reject,0.05,0.95,0.010526315789473684
Breast cancer: benign vs malignant,5.0,SEF,0.1,0.9,0.0
Breast cancer: benign vs malignant,5.0,confidence,0.1,0.9,0.0
Breast cancer: benign vs malignant,5.0,confidence+SEF,0.1,0.9,0.0
Breast cancer: benign vs malignant,5.0,learned reject,0.1,0.9,0.011111111111111112
Breast cancer: benign vs malignant,5.0,SEF,0.2,0.8,0.0
Breast cancer: benign vs malignant,5.0,confidence,0.2,0.8,0.0
Breast cancer: benign vs malignant,5.0,confidence+SEF,0.2,0.8,0.0
Breast cancer: benign vs malignant,5.0,learned reject,0.2,0.8,0.0
Breast cancer: benign vs malignant,5.0,SEF,0.3,0.7,0.0
Breast cancer: benign vs malignant,5.0,confidence,0.3,0.7,0.0
Breast cancer: benign vs malignant,5.0,confidence+SEF,0.3,0.7,0.0
Breast cancer: benign vs malignant,5.0,learned reject,0.3,0.7,0.0
Breast cancer: benign vs malignant,5.0,SEF,0.4,0.6,0.0
Breast cancer: benign vs malignant,5.0,confidence,0.4,0.6,0.0
Breast cancer: benign vs malignant,5.0,confidence+SEF,0.4,0.6,0.0
Breast cancer: benign vs malignant,5.0,learned reject,0.4,0.6,0.0
Breast cancer: benign vs malignant,6.0,SEF,0.0,1.0,0.025
Breast cancer: benign vs malignant,6.0,confidence,0.0,1.0,0.025
Breast cancer: benign vs malignant,6.0,confidence+SEF,0.0,1.0,0.025
Breast cancer: benign vs malignant,6.0,learned reject,0.0,1.0,0.025
Breast cancer: benign vs malignant,6.0,SEF,0.05,0.95,0.010526315789473684
Breast cancer: benign vs malignant,6.0,confidence,0.05,0.95,0.015789473684210527
Breast cancer: benign vs malignant,6.0,confidence+SEF,0.05,0.95,0.015789473684210527
Breast cancer: benign vs malignant,6.0,learned reject,0.05,0.95,0.015789473684210527
Breast cancer: benign vs malignant,6.0,SEF,0.1,0.9,0.005555555555555556
Breast cancer: benign vs malignant,6.0,confidence,0.1,0.9,0.005555555555555556
Breast cancer: benign vs malignant,6.0,confidence+SEF,0.1,0.9,0.005555555555555556
Breast cancer: benign vs malignant,6.0,learned reject,0.1,0.9,0.016666666666666666
Breast cancer: benign vs malignant,6.0,SEF,0.2,0.8,0.0
Breast cancer: benign vs malignant,6.0,confidence,0.2,0.8,0.0
Breast cancer: benign vs malignant,6.0,confidence+SEF,0.2,0.8,0.0
Breast cancer: benign vs malignant,6.0,learned reject,0.2,0.8,0.00625
Breast cancer: benign vs malignant,6.0,SEF,0.3,0.7,0.0
Breast cancer: benign vs malignant,6.0,confidence,0.3,0.7,0.0
Breast cancer: benign vs malignant,6.0,confidence+SEF,0.3,0.7,0.0
Breast cancer: benign vs malignant,6.0,learned reject,0.3,0.7,0.007142857142857143
Breast cancer: benign vs malignant,6.0,SEF,0.4,0.6,0.0
Breast cancer: benign vs malignant,6.0,confidence,0.4,0.6,0.0
Breast cancer: benign vs malignant,6.0,confidence+SEF,0.4,0.6,0.0
Breast cancer: benign vs malignant,6.0,learned reject,0.4,0.6,0.008333333333333333
Breast cancer: benign vs malignant,7.0,SEF,0.0,1.0,0.03
Breast cancer: benign vs malignant,7.0,confidence,0.0,1.0,0.03
Breast cancer: benign vs malignant,7.0,confidence+SEF,0.0,1.0,0.03
Breast cancer: benign vs malignant,7.0,learned reject,0.0,1.0,0.03
Breast cancer: benign vs malignant,7.0,SEF,0.05,0.95,0.005263157894736842
Breast cancer: benign vs malignant,7.0,confidence,0.05,0.95,0.005263157894736842
Breast cancer: benign vs malignant,7.0,confidence+SEF,0.05,0.95,0.005263157894736842
Breast cancer: benign vs malignant,7.0,learned reject,0.05,0.95,0.005263157894736842
Breast cancer: benign vs malignant,7.0,SEF,0.1,0.9,0.0
Breast cancer: benign vs malignant,7.0,confidence,0.1,0.9,0.0
Breast cancer: benign vs malignant,7.0,confidence+SEF,0.1,0.9,0.0
Breast cancer: benign vs malignant,7.0,learned reject,0.1,0.9,0.005555555555555556
Breast cancer: benign vs malignant,7.0,SEF,0.2,0.8,0.0
Breast cancer: benign vs malignant,7.0,confidence,0.2,0.8,0.0
Breast cancer: benign vs malignant,7.0,confidence+SEF,0.2,0.8,0.0
Breast cancer: benign vs malignant,7.0,learned reject,0.2,0.8,0.00625
Breast cancer: benign vs malignant,7.0,SEF,0.3,0.7,0.0
Breast cancer: benign vs malignant,7.0,confidence,0.3,0.7,0.0
Breast cancer: benign vs malignant,7.0,confidence+SEF,0.3,0.7,0.0
Breast cancer: benign vs malignant,7.0,learned reject,0.3,0.7,0.007142857142857143
Breast cancer: benign vs malignant,7.0,SEF,0.4,0.6,0.0
Breast cancer: benign vs malignant,7.0,confidence,0.4,0.6,0.0
Breast cancer: benign vs malignant,7.0,confidence+SEF,0.4,0.6,0.0
Breast cancer: benign vs malignant,7.0,learned reject,0.4,0.6,0.008333333333333333
Breast cancer: benign vs malignant,8.0,SEF,0.0,1.0,0.04
Breast cancer: benign vs malignant,8.0,confidence,0.0,1.0,0.04
Breast cancer: benign vs malignant,8.0,confidence+SEF,0.0,1.0,0.04
Breast cancer: benign vs malignant,8.0,learned reject,0.0,1.0,0.04
Breast cancer: benign vs malignant,8.0,SEF,0.05,0.95,0.021052631578947368
Breast cancer: benign vs malignant,8.0,confidence,0.05,0.95,0.021052631578947368
Breast cancer: benign vs malignant,8.0,confidence+SEF,0.05,0.95,0.021052631578947368
Breast cancer: benign vs malignant,8.0,learned reject,0.05,0.95,0.031578947368421054
Breast cancer: benign vs malignant,8.0,SEF,0.1,0.9,0.005555555555555556
Breast cancer: benign vs malignant,8.0,confidence,0.1,0.9,0.005555555555555556
Breast cancer: benign vs malignant,8.0,confidence+SEF,0.1,0.9,0.005555555555555556
Breast cancer: benign vs malignant,8.0,learned reject,0.1,0.9,0.027777777777777776
Breast cancer: benign vs malignant,8.0,SEF,0.2,0.8,0.0
Breast cancer: benign vs malignant,8.0,confidence,0.2,0.8,0.0
Breast cancer: benign vs malignant,8.0,confidence+SEF,0.2,0.8,0.0
Breast cancer: benign vs malignant,8.0,learned reject,0.2,0.8,0.025
Breast cancer: benign vs malignant,8.0,SEF,0.3,0.7,0.0
Breast cancer: benign vs malignant,8.0,confidence,0.3,0.7,0.0
Breast cancer: benign vs malignant,8.0,confidence+SEF,0.3,0.7,0.0
Breast cancer: benign vs malignant,8.0,learned reject,0.3,0.7,0.0
Breast cancer: benign vs malignant,8.0,SEF,0.4,0.6,0.0
Breast cancer: benign vs malignant,8.0,confidence,0.4,0.6,0.0
Breast cancer: benign vs malignant,8.0,confidence+SEF,0.4,0.6,0.0
Breast cancer: benign vs malignant,8.0,learned reject,0.4,0.6,0.0
Breast cancer: benign vs malignant,9.0,SEF,0.0,1.0,0.03
Breast cancer: benign vs malignant,9.0,confidence,0.0,1.0,0.03
Breast cancer: benign vs malignant,9.0,confidence+SEF,0.0,1.0,0.03
Breast cancer: benign vs malignant,9.0,learned reject,0.0,1.0,0.03
Breast cancer: benign vs malignant,9.0,SEF,0.05,0.95,0.010526315789473684
Breast cancer: benign vs malignant,9.0,confidence,0.05,0.95,0.010526315789473684
Breast cancer: benign vs malignant,9.0,confidence+SEF,0.05,0.95,0.010526315789473684
Breast cancer: benign vs malignant,9.0,learned reject,0.05,0.95,0.015789473684210527
Breast cancer: benign vs malignant,9.0,SEF,0.1,0.9,0.005555555555555556
Breast cancer: benign vs malignant,9.0,confidence,0.1,0.9,0.005555555555555556
Breast cancer: benign vs malignant,9.0,confidence+SEF,0.1,0.9,0.005555555555555556
Breast cancer: benign vs malignant,9.0,learned reject,0.1,0.9,0.005555555555555556
Breast cancer: benign vs malignant,9.0,SEF,0.2,0.8,0.0
Breast cancer: benign vs malignant,9.0,confidence,0.2,0.8,0.0
Breast cancer: benign vs malignant,9.0,confidence+SEF,0.2,0.8,0.0
Breast cancer: benign vs malignant,9.0,learned reject,0.2,0.8,0.0
Breast cancer: benign vs malignant,9.0,SEF,0.3,0.7,0.0
Breast cancer: benign vs malignant,9.0,confidence,0.3,0.7,0.0
Breast cancer: benign vs malignant,9.0,confidence+SEF,0.3,0.7,0.0
Breast cancer: benign vs malignant,9.0,learned reject,0.3,0.7,0.0
Breast cancer: benign vs malignant,9.0,SEF,0.4,0.6,0.0
Breast cancer: benign vs malignant,9.0,confidence,0.4,0.6,0.0
Breast cancer: benign vs malignant,9.0,confidence+SEF,0.4,0.6,0.0
Breast cancer: benign vs malignant,9.0,learned reject,0.4,0.6,0.0
Breast cancer: benign vs malignant,10.0,SEF,0.0,1.0,0.03
Breast cancer: benign vs malignant,10.0,confidence,0.0,1.0,0.03
Breast cancer: benign vs malignant,10.0,confidence+SEF,0.0,1.0,0.03
Breast cancer: benign vs malignant,10.0,learned reject,0.0,1.0,0.03
Breast cancer: benign vs malignant,10.0,SEF,0.05,0.95,0.021052631578947368
Breast cancer: benign vs malignant,10.0,confidence,0.05,0.95,0.021052631578947368
Breast cancer: benign vs malignant,10.0,confidence+SEF,0.05,0.95,0.015789473684210527
Breast cancer: benign vs malignant,10.0,learned reject,0.05,0.95,0.015789473684210527
Breast cancer: benign vs malignant,10.0,SEF,0.1,0.9,0.005555555555555556
Breast cancer: benign vs malignant,10.0,confidence,0.1,0.9,0.011111111111111112
Breast cancer: benign vs malignant,10.0,confidence+SEF,0.1,0.9,0.011111111111111112
Breast cancer: benign vs malignant,10.0,learned reject,0.1,0.9,0.011111111111111112
Breast cancer: benign vs malignant,10.0,SEF,0.2,0.8,0.00625
Breast cancer: benign vs malignant,10.0,confidence,0.2,0.8,0.00625
Breast cancer: benign vs malignant,10.0,confidence+SEF,0.2,0.8,0.00625
Breast cancer: benign vs malignant,10.0,learned reject,0.2,0.8,0.0125
Breast cancer: benign vs malignant,10.0,SEF,0.3,0.7,0.007142857142857143
Breast cancer: benign vs malignant,10.0,confidence,0.3,0.7,0.007142857142857143
Breast cancer: benign vs malignant,10.0,confidence+SEF,0.3,0.7,0.007142857142857143
Breast cancer: benign vs malignant,10.0,learned reject,0.3,0.7,0.014285714285714285
Breast cancer: benign vs malignant,10.0,SEF,0.4,0.6,0.008333333333333333
Breast cancer: benign vs malignant,10.0,confidence,0.4,0.6,0.008333333333333333
Breast cancer: benign vs malignant,10.0,confidence+SEF,0.4,0.6,0.008333333333333333
Breast cancer: benign vs malignant,10.0,learned reject,0.4,0.6,0.008333333333333333
Breast cancer: benign vs malignant,11.0,SEF,0.0,1.0,0.03
Breast cancer: benign vs malignant,11.0,confidence,0.0,1.0,0.03
Breast cancer: benign vs malignant,11.0,confidence+SEF,0.0,1.0,0.03
Breast cancer: benign vs malignant,11.0,learned reject,0.0,1.0,0.03
Breast cancer: benign vs malignant,11.0,SEF,0.05,0.95,0.015789473684210527
Breast cancer: benign vs malignant,11.0,confidence,0.05,0.95,0.010526315789473684
Breast cancer: benign vs malignant,11.0,confidence+SEF,0.05,0.95,0.010526315789473684
Breast cancer: benign vs malignant,11.0,learned reject,0.05,0.95,0.010526315789473684
Breast cancer: benign vs malignant,11.0,SEF,0.1,0.9,0.011111111111111112
Breast cancer: benign vs malignant,11.0,confidence,0.1,0.9,0.011111111111111112
Breast cancer: benign vs malignant,11.0,confidence+SEF,0.1,0.9,0.005555555555555556
Breast cancer: benign vs malignant,11.0,learned reject,0.1,0.9,0.005555555555555556
Breast cancer: benign vs malignant,11.0,SEF,0.2,0.8,0.00625
Breast cancer: benign vs malignant,11.0,confidence,0.2,0.8,0.00625
Breast cancer: benign vs malignant,11.0,confidence+SEF,0.2,0.8,0.00625
Breast cancer: benign vs malignant,11.0,learned reject,0.2,0.8,0.00625
Breast cancer: benign vs malignant,11.0,SEF,0.3,0.7,0.007142857142857143
Breast cancer: benign vs malignant,11.0,confidence,0.3,0.7,0.007142857142857143
Breast cancer: benign vs malignant,11.0,confidence+SEF,0.3,0.7,0.007142857142857143
Breast cancer: benign vs malignant,11.0,learned reject,0.3,0.7,0.007142857142857143
Breast cancer: benign vs malignant,11.0,SEF,0.4,0.6,0.0
Breast cancer: benign vs malignant,11.0,confidence,0.4,0.6,0.0
Breast cancer: benign vs malignant,11.0,confidence+SEF,0.4,0.6,0.0
Breast cancer: benign vs malignant,11.0,learned reject,0.4,0.6,0.008333333333333333
Breast cancer: benign vs malignant,12.0,SEF,0.0,1.0,0.02
Breast cancer: benign vs malignant,12.0,confidence,0.0,1.0,0.02
Breast cancer: benign vs malignant,12.0,confidence+SEF,0.0,1.0,0.02
Breast cancer: benign vs malignant,12.0,learned reject,0.0,1.0,0.02
Breast cancer: benign vs malignant,12.0,SEF,0.05,0.95,0.005263157894736842
Breast cancer: benign vs malignant,12.0,confidence,0.05,0.95,0.005263157894736842
Breast cancer: benign vs malignant,12.0,confidence+SEF,0.05,0.95,0.005263157894736842
Breast cancer: benign vs malignant,12.0,learned reject,0.05,0.95,0.010526315789473684
Breast cancer: benign vs malignant,12.0,SEF,0.1,0.9,0.005555555555555556
Breast cancer: benign vs malignant,12.0,confidence,0.1,0.9,0.0
Breast cancer: benign vs malignant,12.0,confidence+SEF,0.1,0.9,0.0
Breast cancer: benign vs malignant,12.0,learned reject,0.1,0.9,0.0
Breast cancer: benign vs malignant,12.0,SEF,0.2,0.8,0.0
Breast cancer: benign vs malignant,12.0,confidence,0.2,0.8,0.0
Breast cancer: benign vs malignant,12.0,confidence+SEF,0.2,0.8,0.0
Breast cancer: benign vs malignant,12.0,learned reject,0.2,0.8,0.0
Breast cancer: benign vs malignant,12.0,SEF,0.3,0.7,0.0
Breast cancer: benign vs malignant,12.0,confidence,0.3,0.7,0.0
Breast cancer: benign vs malignant,12.0,confidence+SEF,0.3,0.7,0.0
Breast cancer: benign vs malignant,12.0,learned reject,0.3,0.7,0.0
Breast cancer: benign vs malignant,12.0,SEF,0.4,0.6,0.0
Breast cancer: benign vs malignant,12.0,confidence,0.4,0.6,0.0
Breast cancer: benign vs malignant,12.0,confidence+SEF,0.4,0.6,0.0
Breast cancer: benign vs malignant,12.0,learned reject,0.4,0.6,0.0
Breast cancer: benign vs malignant,13.0,SEF,0.0,1.0,0.025
Breast cancer: benign vs malignant,13.0,confidence,0.0,1.0,0.025
Breast cancer: benign vs malignant,13.0,confidence+SEF,0.0,1.0,0.025
Breast cancer: benign vs malignant,13.0,learned reject,0.0,1.0,0.025
Breast cancer: benign vs malignant,13.0,SEF,0.05,0.95,0.010526315789473684
Breast cancer: benign vs malignant,13.0,confidence,0.05,0.95,0.010526315789473684
Breast cancer: benign vs malignant,13.0,confidence+SEF,0.05,0.95,0.010526315789473684
Breast cancer: benign vs malignant,13.0,learned reject,0.05,0.95,0.005263157894736842
Breast cancer: benign vs malignant,13.0,SEF,0.1,0.9,0.005555555555555556
Breast cancer: benign vs malignant,13.0,confidence,0.1,0.9,0.0
Breast cancer: benign vs malignant,13.0,confidence+SEF,0.1,0.9,0.0
Breast cancer: benign vs malignant,13.0,learned reject,0.1,0.9,0.0
Breast cancer: benign vs malignant,13.0,SEF,0.2,0.8,0.0
Breast cancer: benign vs malignant,13.0,confidence,0.2,0.8,0.0
Breast cancer: benign vs malignant,13.0,confidence+SEF,0.2,0.8,0.0
Breast cancer: benign vs malignant,13.0,learned reject,0.2,0.8,0.0
Breast cancer: benign vs malignant,13.0,SEF,0.3,0.7,0.0
Breast cancer: benign vs malignant,13.0,confidence,0.3,0.7,0.0
Breast cancer: benign vs malignant,13.0,confidence+SEF,0.3,0.7,0.0
Breast cancer: benign vs malignant,13.0,learned reject,0.3,0.7,0.0
Breast cancer: benign vs malignant,13.0,SEF,0.4,0.6,0.0
Breast cancer: benign vs malignant,13.0,confidence,0.4,0.6,0.0
Breast cancer: benign vs malignant,13.0,confidence+SEF,0.4,0.6,0.0
Breast cancer: benign vs malignant,13.0,learned reject,0.4,0.6,0.0
Breast cancer: benign vs malignant,14.0,SEF,0.0,1.0,0.015
Breast cancer: benign vs malignant,14.0,confidence,0.0,1.0,0.015
Breast cancer: benign vs malignant,14.0,confidence+SEF,0.0,1.0,0.015
Breast cancer: benign vs malignant,14.0,learned reject,0.0,1.0,0.015
Breast cancer: benign vs malignant,14.0,SEF,0.05,0.95,0.005263157894736842
Breast cancer: benign vs malignant,14.0,confidence,0.05,0.95,0.010526315789473684
Breast cancer: benign vs malignant,14.0,confidence+SEF,0.05,0.95,0.010526315789473684
Breast cancer: benign vs malignant,14.0,learned reject,0.05,0.95,0.010526315789473684
Breast cancer: benign vs malignant,14.0,SEF,0.1,0.9,0.005555555555555556
Breast cancer: benign vs malignant,14.0,confidence,0.1,0.9,0.005555555555555556
Breast cancer: benign vs malignant,14.0,confidence+SEF,0.1,0.9,0.005555555555555556
Breast cancer: benign vs malignant,14.0,learned reject,0.1,0.9,0.011111111111111112
Breast cancer: benign vs malignant,14.0,SEF,0.2,0.8,0.0
Breast cancer: benign vs malignant,14.0,confidence,0.2,0.8,0.0
Breast cancer: benign vs malignant,14.0,confidence+SEF,0.2,0.8,0.0
Breast cancer: benign vs malignant,14.0,learned reject,0.2,0.8,0.0125
Breast cancer: benign vs malignant,14.0,SEF,0.3,0.7,0.0
Breast cancer: benign vs malignant,14.0,confidence,0.3,0.7,0.0
Breast cancer: benign vs malignant,14.0,confidence+SEF,0.3,0.7,0.0
Breast cancer: benign vs malignant,14.0,learned reject,0.3,0.7,0.014285714285714285
Breast cancer: benign vs malignant,14.0,SEF,0.4,0.6,0.0
Breast cancer: benign vs malignant,14.0,confidence,0.4,0.6,0.0
Breast cancer: benign vs malignant,14.0,confidence+SEF,0.4,0.6,0.0
Breast cancer: benign vs malignant,14.0,learned reject,0.4,0.6,0.016666666666666666
Breast cancer: benign vs malignant,15.0,SEF,0.0,1.0,0.005
Breast cancer: benign vs malignant,15.0,confidence,0.0,1.0,0.005
Breast cancer: benign vs malignant,15.0,confidence+SEF,0.0,1.0,0.005
Breast cancer: benign vs malignant,15.0,learned reject,0.0,1.0,0.005
Breast cancer: benign vs malignant,15.0,SEF,0.05,0.95,0.005263157894736842
Breast cancer: benign vs malignant,15.0,confidence,0.05,0.95,0.005263157894736842
Breast cancer: benign vs malignant,15.0,confidence+SEF,0.05,0.95,0.005263157894736842
Breast cancer: benign vs malignant,15.0,learned reject,0.05,0.95,0.005263157894736842
Breast cancer: benign vs malignant,15.0,SEF,0.1,0.9,0.0
Breast cancer: benign vs malignant,15.0,confidence,0.1,0.9,0.0
Breast cancer: benign vs malignant,15.0,confidence+SEF,0.1,0.9,0.0
Breast cancer: benign vs malignant,15.0,learned reject,0.1,0.9,0.005555555555555556
Breast cancer: benign vs malignant,15.0,SEF,0.2,0.8,0.0
Breast cancer: benign vs malignant,15.0,confidence,0.2,0.8,0.0
Breast cancer: benign vs malignant,15.0,confidence+SEF,0.2,0.8,0.0
Breast cancer: benign vs malignant,15.0,learned reject,0.2,0.8,0.00625
Breast cancer: benign vs malignant,15.0,SEF,0.3,0.7,0.0
