dataset,seed,method,review_rate,accepted_fraction,accepted_error
Iris: versicolor vs virginica,49.0,learned reject,0.1,0.9,0.03125
Iris: versicolor vs virginica,49.0,SEF,0.2,0.8,0.0
Iris: versicolor vs virginica,49.0,confidence,0.2,0.8,0.0
Iris: versicolor vs virginica,49.0,confidence+SEF,0.2,0.8,0.0
Iris: versicolor vs virginica,49.0,learned reject,0.2,0.8,0.03571428571428571
Iris: versicolor vs virginica,49.0,SEF,0.3,0.7,0.0
Iris: versicolor vs virginica,49.0,confidence,0.3,0.7,0.0
Iris: versicolor vs virginica,49.0,confidence+SEF,0.3,0.7,0.0
Iris: versicolor vs virginica,49.0,learned reject,0.3,0.7,0.04
Iris: versicolor vs virginica,49.0,SEF,0.4,0.6,0.0
Iris: versicolor vs virginica,49.0,confidence,0.4,0.6,0.0
Iris: versicolor vs virginica,49.0,confidence+SEF,0.4,0.6,0.0
Iris: versicolor vs virginica,49.0,learned reject,0.4,0.6,0.047619047619047616
Wine: class 1 vs class 2,0.0,SEF,0.0,1.0,0.023809523809523808
Wine: class 1 vs class 2,0.0,confidence,0.0,1.0,0.023809523809523808
Wine: class 1 vs class 2,0.0,confidence+SEF,0.0,1.0,0.023809523809523808
Wine: class 1 vs class 2,0.0,learned reject,0.0,1.0,0.023809523809523808
Wine: class 1 vs class 2,0.0,SEF,0.05,0.95,0.025
Wine: class 1 vs class 2,0.0,confidence,0.05,0.95,0.0
Wine: class 1 vs class 2,0.0,confidence+SEF,0.05,0.95,0.025
Wine: class 1 vs class 2,0.0,learned reject,0.05,0.95,0.0
Wine: class 1 vs class 2,0.0,SEF,0.1,0.9,0.02631578947368421
Wine: class 1 vs class 2,0.0,confidence,0.1,0.9,0.0
Wine: class 1 vs class 2,0.0,confidence+SEF,0.1,0.9,0.02631578947368421
Wine: class 1 vs class 2,0.0,learned reject,0.1,0.9,0.0
Wine: class 1 vs class 2,0.0,SEF,0.2,0.8,0.029411764705882353
Wine: class 1 vs class 2,0.0,confidence,0.2,0.8,0.0
Wine: class 1 vs class 2,0.0,confidence+SEF,0.2,0.8,0.0
Wine: class 1 vs class 2,0.0,learned reject,0.2,0.8,0.0
Wine: class 1 vs class 2,0.0,SEF,0.3,0.7,0.0
Wine: class 1 vs class 2,0.0,confidence,0.3,0.7,0.0
Wine: class 1 vs class 2,0.0,confidence+SEF,0.3,0.7,0.0
Wine: class 1 vs class 2,0.0,learned reject,0.3,0.7,0.0
Wine: class 1 vs class 2,0.0,SEF,0.4,0.6,0.0
Wine: class 1 vs class 2,0.0,confidence,0.4,0.6,0.0
Wine: class 1 vs class 2,0.0,confidence+SEF,0.4,0.6,0.0
Wine: class 1 vs class 2,0.0,learned reject,0.4,0.6,0.0
Wine: class 1 vs class 2,1.0,SEF,0.0,1.0,0.07142857142857142
Wine: class 1 vs class 2,1.0,confidence,0.0,1.0,0.07142857142857142
Wine: class 1 vs class 2,1.0,confidence+SEF,0.0,1.0,0.07142857142857142
Wine: class 1 vs class 2,1.0,learned reject,0.0,1.0,0.07142857142857142
Wine: class 1 vs class 2,1.0,SEF,0.05,0.95,0.075
Wine: class 1 vs class 2,1.0,confidence,0.05,0.95,0.025
Wine: class 1 vs class 2,1.0,confidence+SEF,0.05,0.95,0.05
Wine: class 1 vs class 2,1.0,learned reject,0.05,0.95,0.05
Wine: class 1 vs class 2,1.0,SEF,0.1,0.9,0.07894736842105263
Wine: class 1 vs class 2,1.0,confidence,0.1,0.9,0.0
Wine: class 1 vs class 2,1.0,confidence+SEF,0.1,0.9,0.0
Wine: class 1 vs class 2,1.0,learned reject,0.1,0.9,0.02631578947368421
Wine: class 1 vs class 2,1.0,SEF,0.2,0.8,0.029411764705882353
Wine: class 1 vs class 2,1.0,confidence,0.2,0.8,0.0
Wine: class 1 vs class 2,1.0,confidence+SEF,0.2,0.8,0.0
Wine: class 1 vs class 2,1.0,learned reject,0.2,0.8,0.029411764705882353
Wine: class 1 vs class 2,1.0,SEF,0.3,0.7,0.0
Wine: class 1 vs class 2,1.0,confidence,0.3,0.7,0.0
Wine: class 1 vs class 2,1.0,confidence+SEF,0.3,0.7,0.0
Wine: class 1 vs class 2,1.0,learned reject,0.3,0.7,0.0
Wine: class 1 vs class 2,1.0,SEF,0.4,0.6,0.0
Wine: class 1 vs class 2,1.0,confidence,0.4,0.6,0.0
Wine: class 1 vs class 2,1.0,confidence+SEF,0.4,0.6,0.0
Wine: class 1 vs class 2,1.0,learned reject,0.4,0.6,0.0
Wine: class 1 vs class 2,2.0,SEF,0.0,1.0,0.047619047619047616
Wine: class 1 vs class 2,2.0,confidence,0.0,1.0,0.047619047619047616
Wine: class 1 vs class 2,2.0,confidence+SEF,0.0,1.0,0.047619047619047616
Wine: class 1 vs class 2,2.0,learned reject,0.0,1.0,0.047619047619047616
Wine: class 1 vs class 2,2.0,SEF,0.05,0.95,0.05
Wine: class 1 vs class 2,2.0,confidence,0.05,0.95,0.025
Wine: class 1 vs class 2,2.0,confidence+SEF,0.05,0.95,0.025
Wine: class 1 vs class 2,2.0,learned reject,0.05,0.95,0.05
Wine: class 1 vs class 2,2.0,SEF,0.1,0.9,0.0
Wine: class 1 vs class 2,2.0,confidence,0.1,0.9,0.0
Wine: class 1 vs class 2,2.0,confidence+SEF,0.1,0.9,0.0
Wine: class 1 vs class 2,2.0,learned reject,0.1,0.9,0.05263157894736842
Wine: class 1 vs class 2,2.0,SEF,0.2,0.8,0.0
Wine: class 1 vs class 2,2.0,confidence,0.2,0.8,0.0
Wine: class 1 vs class 2,2.0,confidence+SEF,0.2,0.8,0.0
Wine: class 1 vs class 2,2.0,learned reject,0.2,0.8,0.058823529411764705
Wine: class 1 vs class 2,2.0,SEF,0.3,0.7,0.0
Wine: class 1 vs class 2,2.0,confidence,0.3,0.7,0.0
Wine: class 1 vs class 2,2.0,confidence+SEF,0.3,0.7,0.0
Wine: class 1 vs class 2,2.0,learned reject,0.3,0.7,0.03333333333333333
Wine: class 1 vs class 2,2.0,SEF,0.4,0.6,0.0
Wine: class 1 vs class 2,2.0,confidence,0.4,0.6,0.0
Wine: class 1 vs class 2,2.0,confidence+SEF,0.4,0.6,0.0
Wine: class 1 vs class 2,2.0,learned reject,0.4,0.6,0.038461538461538464
Wine: class 1 vs class 2,3.0,SEF,0.0,1.0,0.023809523809523808
Wine: class 1 vs class 2,3.0,confidence,0.0,1.0,0.023809523809523808
Wine: class 1 vs class 2,3.0,confidence+SEF,0.0,1.0,0.023809523809523808
Wine: class 1 vs class 2,3.0,learned reject,0.0,1.0,0.023809523809523808
Wine: class 1 vs class 2,3.0,SEF,0.05,0.95,0.025
Wine: class 1 vs class 2,3.0,confidence,0.05,0.95,0.0
Wine: class 1 vs class 2,3.0,confidence+SEF,0.05,0.95,0.0
Wine: class 1 vs class 2,3.0,learned reject,0.05,0.95,0.0
Wine: class 1 vs class 2,3.0,SEF,0.1,0.9,0.02631578947368421
Wine: class 1 vs class 2,3.0,confidence,0.1,0.9,0.0
Wine: class 1 vs class 2,3.0,confidence+SEF,0.1,0.9,0.0
Wine: class 1 vs class 2,3.0,learned reject,0.1,0.9,0.0
Wine: class 1 vs class 2,3.0,SEF,0.2,0.8,0.0
Wine: class 1 vs class 2,3.0,confidence,0.2,0.8,0.0
Wine: class 1 vs class 2,3.0,confidence+SEF,0.2,0.8,0.0
Wine: class 1 vs class 2,3.0,learned reject,0.2,0.8,0.0
Wine: class 1 vs class 2,3.0,SEF,0.3,0.7,0.0
Wine: class 1 vs class 2,3.0,confidence,0.3,0.7,0.0
Wine: class 1 vs class 2,3.0,confidence+SEF,0.3,0.7,0.0
Wine: class 1 vs class 2,3.0,learned reject,0.3,0.7,0.0
Wine: class 1 vs class 2,3.0,SEF,0.4,0.6,0.0
Wine: class 1 vs class 2,3.0,confidence,0.4,0.6,0.0
Wine: class 1 vs class 2,3.0,confidence+SEF,0.4,0.6,0.0
Wine: class 1 vs class 2,3.0,learned reject,0.4,0.6,0.0
Wine: class 1 vs class 2,4.0,SEF,0.0,1.0,0.023809523809523808
Wine: class 1 vs class 2,4.0,confidence,0.0,1.0,0.023809523809523808
Wine: class 1 vs class 2,4.0,confidence+SEF,0.0,1.0,0.023809523809523808
Wine: class 1 vs class 2,4.0,learned reject,0.0,1.0,0.023809523809523808
Wine: class 1 vs class 2,4.0,SEF,0.05,0.95,0.025
Wine: class 1 vs class 2,4.0,confidence,0.05,0.95,0.0
Wine: class 1 vs class 2,4.0,confidence+SEF,0.05,0.95,0.025
Wine: class 1 vs class 2,4.0,learned reject,0.05,0.95,0.0
Wine: class 1 vs class 2,4.0,SEF,0.1,0.9,0.02631578947368421
Wine: class 1 vs class 2,4.0,confidence,0.1,0.9,0.0
Wine: class 1 vs class 2,4.0,confidence+SEF,0.1,0.9,0.0
Wine: class 1 vs class 2,4.0,learned reject,0.1,0.9,0.0
Wine: class 1 vs class 2,4.0,SEF,0.2,0.8,0.0
Wine: class 1 vs class 2,4.0,confidence,0.2,0.8,0.0
Wine: class 1 vs class 2,4.0,confidence+SEF,0.2,0.8,0.0
Wine: class 1 vs class 2,4.0,learned reject,0.2,0.8,0.0
Wine: class 1 vs class 2,4.0,SEF,0.3,0.7,0.0
Wine: class 1 vs class 2,4.0,confidence,0.3,0.7,0.0
Wine: class 1 vs class 2,4.0,confidence+SEF,0.3,0.7,0.0
Wine: class 1 vs class 2,4.0,learned reject,0.3,0.7,0.0
Wine: class 1 vs class 2,4.0,SEF,0.4,0.6,0.0
Wine: class 1 vs class 2,4.0,confidence,0.4,0.6,0.0
Wine: class 1 vs class 2,4.0,confidence+SEF,0.4,0.6,0.0
Wine: class 1 vs class 2,4.0,learned reject,0.4,0.6,0.0
Wine: class 1 vs class 2,5.0,SEF,0.0,1.0,0.047619047619047616
Wine: class 1 vs class 2,5.0,confidence,0.0,1.0,0.047619047619047616
Wine: class 1 vs class 2,5.0,confidence+SEF,0.0,1.0,0.047619047619047616
Wine: class 1 vs class 2,5.0,learned reject,0.0,1.0,0.047619047619047616
Wine: class 1 vs class 2,5.0,SEF,0.05,0.95,0.05
Wine: class 1 vs class 2,5.0,confidence,0.05,0.95,0.0
Wine: class 1 vs class 2,5.0,confidence+SEF,0.05,0.95,0.0
Wine: class 1 vs class 2,5.0,learned reject,0.05,0.95,0.0
Wine: class 1 vs class 2,5.0,SEF,0.1,0.9,0.02631578947368421
Wine: class 1 vs class 2,5.0,confidence,0.1,0.9,0.0
Wine: class 1 vs class 2,5.0,confidence+SEF,0.1,0.9,0.0
Wine: class 1 vs class 2,5.0,learned reject,0.1,0.9,0.0
Wine: class 1 vs class 2,5.0,SEF,0.2,0.8,0.0
Wine: class 1 vs class 2,5.0,confidence,0.2,0.8,0.0
Wine: class 1 vs class 2,5.0,confidence+SEF,0.2,0.8,0.0
Wine: class 1 vs class 2,5.0,learned reject,0.2,0.8,0.0
Wine: class 1 vs class 2,5.0,SEF,0.3,0.7,0.0
Wine: class 1 vs class 2,5.0,confidence,0.3,0.7,0.0
Wine: class 1 vs class 2,5.0,confidence+SEF,0.3,0.7,0.0
Wine: class 1 vs class 2,5.0,learned reject,0.3,0.7,0.0
Wine: class 1 vs class 2,5.0,SEF,0.4,0.6,0.0
Wine: class 1 vs class 2,5.0,confidence,0.4,0.6,0.0
Wine: class 1 vs class 2,5.0,confidence+SEF,0.4,0.6,0.0
Wine: class 1 vs class 2,5.0,learned reject,0.4,0.6,0.0
Wine: class 1 vs class 2,6.0,SEF,0.0,1.0,0.0
Wine: class 1 vs class 2,6.0,confidence,0.0,1.0,0.0
Wine: class 1 vs class 2,6.0,confidence+SEF,0.0,1.0,0.0
Wine: class 1 vs class 2,6.0,learned reject,0.0,1.0,0.0
Wine: class 1 vs class 2,6.0,SEF,0.05,0.95,0.0
Wine: class 1 vs class 2,6.0,confidence,0.05,0.95,0.0
Wine: class 1 vs class 2,6.0,confidence+SEF,0.05,0.95,0.0
Wine: class 1 vs class 2,6.0,learned reject,0.05,0.95,0.0
Wine: class 1 vs class 2,6.0,SEF,0.1,0.9,0.0
Wine: class 1 vs class 2,6.0,confidence,0.1,0.9,0.0
Wine: class 1 vs class 2,6.0,confidence+SEF,0.1,0.9,0.0
Wine: class 1 vs class 2,6.0,learned reject,0.1,0.9,0.0
Wine: class 1 vs class 2,6.0,SEF,0.2,0.8,0.0
Wine: class 1 vs class 2,6.0,confidence,0.2,0.8,0.0
Wine: class 1 vs class 2,6.0,confidence+SEF,0.2,0.8,0.0
Wine: class 1 vs class 2,6.0,learned reject,0.2,0.8,0.0
Wine: class 1 vs class 2,6.0,SEF,0.3,0.7,0.0
Wine: class 1 vs class 2,6.0,confidence,0.3,0.7,0.0
Wine: class 1 vs class 2,6.0,confidence+SEF,0.3,0.7,0.0
Wine: class 1 vs class 2,6.0,learned reject,0.3,0.7,0.0
Wine: class 1 vs class 2,6.0,SEF,0.4,0.6,0.0
Wine: class 1 vs class 2,6.0,confidence,0.4,0.6,0.0
Wine: class 1 vs class 2,6.0,confidence+SEF,0.4,0.6,0.0
Wine: class 1 vs class 2,6.0,learned reject,0.4,0.6,0.0
Wine: class 1 vs class 2,7.0,SEF,0.0,1.0,0.023809523809523808
Wine: class 1 vs class 2,7.0,confidence,0.0,1.0,0.023809523809523808
Wine: class 1 vs class 2,7.0,confidence+SEF,0.0,1.0,0.023809523809523808
Wine: class 1 vs class 2,7.0,learned reject,0.0,1.0,0.023809523809523808
Wine: class 1 vs class 2,7.0,SEF,0.05,0.95,0.0
Wine: class 1 vs class 2,7.0,confidence,0.05,0.95,0.0
Wine: class 1 vs class 2,7.0,confidence+SEF,0.05,0.95,0.0
Wine: class 1 vs class 2,7.0,learned reject,0.05,0.95,0.0
Wine: class 1 vs class 2,7.0,SEF,0.1,0.9,0.0
Wine: class 1 vs class 2,7.0,confidence,0.1,0.9,0.0
Wine: class 1 vs class 2,7.0,confidence+SEF,0.1,0.9,0.0
Wine: class 1 vs class 2,7.0,learned reject,0.1,0.9,0.0
Wine: class 1 vs class 2,7.0,SEF,0.2,0.8,0.0
Wine: class 1 vs class 2,7.0,confidence,0.2,0.8,0.0
Wine: class 1 vs class 2,7.0,confidence+SEF,0.2,0.8,0.0
Wine: class 1 vs class 2,7.0,learned reject,0.2,0.8,0.0
Wine: class 1 vs class 2,7.0,SEF,0.3,0.7,0.0
Wine: class 1 vs class 2,7.0,confidence,0.3,0.7,0.0
Wine: class 1 vs class 2,7.0,confidence+SEF,0.3,0.7,0.0
Wine: class 1 vs class 2,7.0,learned reject,0.3,0.7,0.0
Wine: class 1 vs class 2,7.0,SEF,0.4,0.6,0.0
Wine: class 1 vs class 2,7.0,confidence,0.4,0.6,0.0
Wine: class 1 vs class 2,7.0,confidence+SEF,0.4,0.6,0.0
Wine: class 1 vs class 2,7.0,learned reject,0.4,0.6,0.0
Wine: class 1 vs class 2,8.0,SEF,0.0,1.0,0.023809523809523808
Wine: class 1 vs class 2,8.0,confidence,0.0,1.0,0.023809523809523808
Wine: class 1 vs class 2,8.0,confidence+SEF,0.0,1.0,0.023809523809523808
Wine: class 1 vs class 2,8.0,learned reject,0.0,1.0,0.023809523809523808
Wine: class 1 vs class 2,8.0,SEF,0.05,0.95,0.0
Wine: class 1 vs class 2,8.0,confidence,0.05,0.95,0.0
Wine: class 1 vs class 2,8.0,confidence+SEF,0.05,0.95,0.0
Wine: class 1 vs class 2,8.0,learned reject,0.05,0.95,0.0
Wine: class 1 vs class 2,8.0,SEF,0.1,0.9,0.0
Wine: class 1 vs class 2,8.0,confidence,0.1,0.9,0.0
Wine: class 1 vs class 2,8.0,confidence+SEF,0.1,0.9,0.0
Wine: class 1 vs class 2,8.0,learned reject,0.1,0.9,0.0
Wine: class 1 vs class 2,8.0,SEF,0.2,0.8,0.0
Wine: class 1 vs class 2,8.0,confidence,0.2,0.8,0.0
Wine: class 1 vs class 2,8.0,confidence+SEF,0.2,0.8,0.0
Wine: class 1 vs class 2,8.0,learned reject,0.2,0.8,0.0
Wine: class 1 vs class 2,8.0,SEF,0.3,0.7,0.0
Wine: class 1 vs class 2,8.0,confidence,0.3,0.7,0.0
Wine: class 1 vs class 2,8.0,confidence+SEF,0.3,0.7,0.0
Wine: class 1 vs class 2,8.0,learned reject,0.3,0.7,0.0
Wine: class 1 vs class 2,8.0,SEF,0.4,0.6,0.0
Wine: class 1 vs class 2,8.0,confidence,0.4,0.6,0.0
Wine: class 1 vs class 2,8.0,confidence+SEF,0.4,0.6,0.0
Wine: class 1 vs class 2,8.0,learned reject,0.4,0.6,0.0
Wine: class 1 vs class 2,9.0,SEF,0.0,1.0,0.047619047619047616
Wine: class 1 vs class 2,9.0,confidence,0.0,1.0,0.047619047619047616
Wine: class 1 vs class 2,9.0,confidence+SEF,0.0,1.0,0.047619047619047616
Wine: class 1 vs class 2,9.0,learned reject,0.0,1.0,0.047619047619047616
Wine: class 1 vs class 2,9.0,SEF,0.05,0.95,0.05
Wine: class 1 vs class 2,9.0,confidence,0.05,0.95,0.0
Wine: class 1 vs class 2,9.0,confidence+SEF,0.05,0.95,0.025
Wine: class 1 vs class 2,9.0,learned reject,0.05,0.95,0.025
Wine: class 1 vs class 2,9.0,SEF,0.1,0.9,0.02631578947368421
Wine: class 1 vs class 2,9.0,confidence,0.1,0.9,0.0
Wine: class 1 vs class 2,9.0,confidence+SEF,0.1,0.9,0.0
Wine: class 1 vs class 2,9.0,learned reject,0.1,0.9,0.02631578947368421
Wine: class 1 vs class 2,9.0,SEF,0.2,0.8,0.029411764705882353
Wine: class 1 vs class 2,9.0,confidence,0.2,0.8,0.0
Wine: class 1 vs class 2,9.0,confidence+SEF,0.2,0.8,0.0
Wine: class 1 vs class 2,9.0,learned reject,0.2,0.8,0.029411764705882353
Wine: class 1 vs class 2,9.0,SEF,0.3,0.7,0.03333333333333333
Wine: class 1 vs class 2,9.0,confidence,0.3,0.7,0.0
Wine: class 1 vs class 2,9.0,confidence+SEF,0.3,0.7,0.0
Wine: class 1 vs class 2,9.0,learned reject,0.3,0.7,0.03333333333333333
Wine: class 1 vs class 2,9.0,SEF,0.4,0.6,0.038461538461538464
Wine: class 1 vs class 2,9.0,confidence,0.4,0.6,0.0
Wine: class 1 vs class 2,9.0,confidence+SEF,0.4,0.6,0.0
Wine: class 1 vs class 2,9.0,learned reject,0.4,0.6,0.038461538461538464
Wine: class 1 vs class 2,10.0,SEF,0.0,1.0,0.047619047619047616
Wine: class 1 vs class 2,10.0,confidence,0.0,1.0,0.047619047619047616
Wine: class 1 vs class 2,10.0,confidence+SEF,0.0,1.0,0.047619047619047616
Wine: class 1 vs class 2,10.0,learned reject,0.0,1.0,0.047619047619047616
Wine: class 1 vs class 2,10.0,SEF,0.05,0.95,0.05
Wine: class 1 vs class 2,10.0,confidence,0.05,0.95,0.025
Wine: class 1 vs class 2,10.0,confidence+SEF,0.05,0.95,0.025
Wine: class 1 vs class 2,10.0,learned reject,0.05,0.95,0.025
Wine: class 1 vs class 2,10.0,SEF,0.1,0.9,0.05263157894736842
Wine: class 1 vs class 2,10.0,confidence,0.1,0.9,0.0
Wine: class 1 vs class 2,10.0,confidence+SEF,0.1,0.9,0.0
Wine: class 1 vs class 2,10.0,learned reject,0.1,0.9,0.0
Wine: class 1 vs class 2,10.0,SEF,0.2,0.8,0.029411764705882353
Wine: class 1 vs class 2,10.0,confidence,0.2,0.8,0.0
Wine: class 1 vs class 2,10.0,confidence+SEF,0.2,0.8,0.0
Wine: class 1 vs class 2,10.0,learned reject,0.2,0.8,0.0
Wine: class 1 vs class 2,10.0,SEF,0.3,0.7,0.03333333333333333
Wine: class 1 vs class 2,10.0,confidence,0.3,0.7,0.0
Wine: class 1 vs class 2,10.0,confidence+SEF,0.3,0.7,0.0
Wine: class 1 vs class 2,10.0,learned reject,0.3,0.7,0.0
Wine: class 1 vs class 2,10.0,SEF,0.4,0.6,0.0
Wine: class 1 vs class 2,10.0,confidence,0.4,0.6,0.0
Wine: class 1 vs class 2,10.0,confidence+SEF,0.4,0.6,0.0
Wine: class 1 vs class 2,10.0,learned reject,0.4,0.6,0.0
Wine: class 1 vs class 2,11.0,SEF,0.0,1.0,0.047619047619047616
Wine: class 1 vs class 2,11.0,confidence,0.0,1.0,0.047619047619047616
Wine: class 1 vs class 2,11.0,confidence+SEF,0.0,1.0,0.047619047619047616
Wine: class 1 vs class 2,11.0,learned reject,0.0,1.0,0.047619047619047616
Wine: class 1 vs class 2,11.0,SEF,0.05,0.95,0.05
Wine: class 1 vs class 2,11.0,confidence,0.05,0.95,0.025
Wine: class 1 vs class 2,11.0,confidence+SEF,0.05,0.95,0.025
Wine: class 1 vs class 2,11.0,learned reject,0.05,0.95,0.025
Wine: class 1 vs class 2,11.0,SEF,0.1,0.9,0.02631578947368421
Wine: class 1 vs class 2,11.0,confidence,0.1,0.9,0.0
Wine: class 1 vs class 2,11.0,confidence+SEF,0.1,0.9,0.0
Wine: class 1 vs class 2,11.0,learned reject,0.1,0.9,0.0
Wine: class 1 vs class 2,11.0,SEF,0.2,0.8,0.029411764705882353
Wine: class 1 vs class 2,11.0,confidence,0.2,0.8,0.0
Wine: class 1 vs class 2,11.0,confidence+SEF,0.2,0.8,0.0
Wine: class 1 vs class 2,11.0,learned reject,0.2,0.8,0.0
Wine: class 1 vs class 2,11.0,SEF,0.3,0.7,0.03333333333333333
Wine: class 1 vs class 2,11.0,confidence,0.3,0.7,0.0
Wine: class 1 vs class 2,11.0,confidence+SEF,0.3,0.7,0.0
Wine: class 1 vs class 2,11.0,learned reject,0.3,0.7,0.0
Wine: class 1 vs class 2,11.0,SEF,0.4,0.6,0.0
Wine: class 1 vs class 2,11.0,confidence,0.4,0.6,0.0
Wine: class 1 vs class 2,11.0,confidence+SEF,0.4,0.6,0.0
Wine: class 1 vs class 2,11.0,learned reject,0.4,0.6,0.0
Wine: class 1 vs class 2,12.0,SEF,0.0,1.0,0.0
Wine: class 1 vs class 2,12.0,confidence,0.0,1.0,0.0
Wine: class 1 vs class 2,12.0,confidence+SEF,0.0,1.0,0.0
Wine: class 1 vs class 2,12.0,learned reject,0.0,1.0,0.0
Wine: class 1 vs class 2,12.0,SEF,0.05,0.95,0.0
Wine: class 1 vs class 2,12.0,confidence,0.05,0.95,0.0
Wine: class 1 vs class 2,12.0,confidence+SEF,0.05,0.95,0.0
Wine: class 1 vs class 2,12.0,learned reject,0.05,0.95,0.0
Wine: class 1 vs class 2,12.0,SEF,0.1,0.9,0.0
Wine: class 1 vs class 2,12.0,confidence,0.1,0.9,0.0
Wine: class 1 vs class 2,12.0,confidence+SEF,0.1,0.9,0.0
Wine: class 1 vs class 2,12.0,learned reject,0.1,0.9,0.0
Wine: class 1 vs class 2,12.0,SEF,0.2,0.8,0.0
Wine: class 1 vs class 2,12.0,confidence,0.2,0.8,0.0
Wine: class 1 vs class 2,12.0,confidence+SEF,0.2,0.8,0.0
Wine: class 1 vs class 2,12.0,learned reject,0.2,0.8,0.0
Wine: class 1 vs class 2,12.0,SEF,0.3,0.7,0.0
Wine: class 1 vs class 2,12.0,confidence,0.3,0.7,0.0
Wine: class 1 vs class 2,12.0,confidence+SEF,0.3,0.7,0.0
Wine: class 1 vs class 2,12.0,learned reject,0.3,0.7,0.0
Wine: class 1 vs class 2,12.0,SEF,0.4,0.6,0.0
Wine: class 1 vs class 2,12.0,confidence,0.4,0.6,0.0
Wine: class 1 vs class 2,12.0,confidence+SEF,0.4,0.6,0.0
Wine: class 1 vs class 2,12.0,learned reject,0.4,0.6,0.0
Wine: class 1 vs class 2,13.0,SEF,0.0,1.0,0.09523809523809523
Wine: class 1 vs class 2,13.0,confidence,0.0,1.0,0.09523809523809523
Wine: class 1 vs class 2,13.0,confidence+SEF,0.0,1.0,0.09523809523809523
Wine: class 1 vs class 2,13.0,learned reject,0.0,1.0,0.09523809523809523
Wine: class 1 vs class 2,13.0,SEF,0.05,0.95,0.1
Wine: class 1 vs class 2,13.0,confidence,0.05,0.95,0.1
Wine: class 1 vs class 2,13.0,confidence+SEF,0.05,0.95,0.1
Wine: class 1 vs class 2,13.0,learned reject,0.05,0.95,0.1
Wine: class 1 vs class 2,13.0,SEF,0.1,0.9,0.10526315789473684
Wine: class 1 vs class 2,13.0,confidence,0.1,0.9,0.05263157894736842
Wine: class 1 vs class 2,13.0,confidence+SEF,0.1,0.9,0.07894736842105263
Wine: class 1 vs class 2,13.0,learned reject,0.1,0.9,0.05263157894736842
Wine: class 1 vs class 2,13.0,SEF,0.2,0.8,0.08823529411764706
Wine: class 1 vs class 2,13.0,confidence,0.2,0.8,0.0
Wine: class 1 vs class 2,13.0,confidence+SEF,0.2,0.8,0.029411764705882353
Wine: class 1 vs class 2,13.0,learned reject,0.2,0.8,0.0
Wine: class 1 vs class 2,13.0,SEF,0.3,0.7,0.03333333333333333
Wine: class 1 vs class 2,13.0,confidence,0.3,0.7,0.0
Wine: class 1 vs class 2,13.0,confidence+SEF,0.3,0.7,0.0
Wine: class 1 vs class 2,13.0,learned reject,0.3,0.7,0.0
Wine: class 1 vs class 2,13.0,SEF,0.4,0.6,0.0
Wine: class 1 vs class 2,13.0,confidence,0.4,0.6,0.0
Wine: class 1 vs class 2,13.0,confidence+SEF,0.4,0.6,0.0
Wine: class 1 vs class 2,13.0,learned reject,0.4,0.6,0.0
Wine: class 1 vs class 2,14.0,SEF,0.0,1.0,0.0
Wine: class 1 vs class 2,14.0,confidence,0.0,1.0,0.0
Wine: class 1 vs class 2,14.0,confidence+SEF,0.0,1.0,0.0
Wine: class 1 vs class 2,14.0,learned reject,0.0,1.0,0.0
Wine: class 1 vs class 2,14.0,SEF,0.05,0.95,0.0
Wine: class 1 vs class 2,14.0,confidence,0.05,0.95,0.0
Wine: class 1 vs class 2,14.0,confidence+SEF,0.05,0.95,0.0
Wine: class 1 vs class 2,14.0,learned reject,0.05,0.95,0.0
Wine: class 1 vs class 2,14.0,SEF,0.1,0.9,0.0
Wine: class 1 vs class 2,14.0,confidence,0.1,0.9,0.0
Wine: class 1 vs class 2,14.0,confidence+SEF,0.1,0.9,0.0
Wine: class 1 vs class 2,14.0,learned reject,0.1,0.9,0.0
Wine: class 1 vs class 2,14.0,SEF,0.2,0.8,0.0
Wine: class 1 vs class 2,14.0,confidence,0.2,0.8,0.0
Wine: class 1 vs class 2,14.0,confidence+SEF,0.2,0.8,0.0
Wine: class 1 vs class 2,14.0,learned reject,0.2,0.8,0.0
Wine: class 1 vs class 2,14.0,SEF,0.3,0.7,0.0
Wine: class 1 vs class 2,14.0,confidence,0.3,0.7,0.0
Wine: class 1 vs class 2,14.0,confidence+SEF,0.3,0.7,0.0
Wine: class 1 vs class 2,14.0,learned reject,0.3,0.7,0.0
Wine: class 1 vs class 2,14.0,SEF,0.4,0.6,0.0
Wine: class 1 vs class 2,14.0,confidence,0.4,0.6,0.0
Wine: class 1 vs class 2,14.0,confidence+SEF,0.4,0.6,0.0
Wine: class 1 vs class 2,14.0,learned reject,0.4,0.6,0.0
Wine: class 1 vs class 2,15.0,SEF,0.0,1.0,0.023809523809523808
Wine: class 1 vs class 2,15.0,confidence,0.0,1.0,0.023809523809523808
Wine: class 1 vs class 2,15.0,confidence+SEF,0.0,1.0,0.023809523809523808
Wine: class 1 vs class 2,15.0,learned reject,0.0,1.0,0.023809523809523808
Wine: class 1 vs class 2,15.0,SEF,0.05,0.95,0.025
Wine: class 1 vs class 2,15.0,confidence,0.05,0.95,0.0
Wine: class 1 vs class 2,15.0,confidence+SEF,0.05,0.95,0.0
Wine: class 1 vs class 2,15.0,learned reject,0.05,0.95,0.0
Wine: class 1 vs class 2,15.0,SEF,0.1,0.9,0.0
Wine: class 1 vs class 2,15.0,confidence,0.1,0.9,0.0
