dataset,model,seed,test_error,low_conflict_error,high_conflict_error,high_res_error,low_res_error,mean_conflict,mean_stability,mean_res,sef_triage_error_10,confidence_triage_error_10,sef_triage_error_20,confidence_triage_error_20,sef_triage_error_30,confidence_triage_error_30
Breast cancer,Random forest,5.0,0.035,0.0,0.0,0.0,0.02,0.32418765677841493,0.9679915379105037,0.6579393733483994,0.03888888888888889,0.011111111111111112,0.04375,0.0,0.03571428571428571,0.0
Breast cancer,Gradient boosting,5.0,0.015,0.0,0.0,0.0,0.0,0.3574225648417655,0.9750120870370292,0.6292210827710598,0.016666666666666666,0.0,0.01875,0.0,0.02142857142857143,0.0
Breast cancer,Random forest,6.0,0.04,0.0,0.1,0.0,0.08,0.18772747955401847,0.9859975182315034,0.801025320185229,0.027777777777777776,0.022222222222222223,0.025,0.00625,0.02142857142857143,0.007142857142857143
Breast cancer,Gradient boosting,6.0,0.03,0.0,0.1,0.0,0.1,0.2151650808446163,0.9883348524905182,0.776658415362387,0.022222222222222223,0.016666666666666666,0.0125,0.0125,0.007142857142857143,0.007142857142857143
Breast cancer,Random forest,7.0,0.035,0.0,0.14,0.0,0.14,0.2320243523557262,0.9852048718170646,0.756613400013797,0.011111111111111112,0.0,0.0,0.0,0.0,0.0
Breast cancer,Gradient boosting,7.0,0.04,0.0,0.16,0.0,0.16,0.298518358152313,0.9848809257674341,0.6915994574239701,0.005555555555555556,0.0,0.0,0.0,0.0,0.0
Breast cancer,Random forest,8.0,0.035,0.0,0.1,0.0,0.1,0.2911102839547092,0.9874742909488771,0.7003428406794796,0.022222222222222223,0.005555555555555556,0.0125,0.00625,0.014285714285714285,0.0
Breast cancer,Gradient boosting,8.0,0.03,0.0,0.08,0.0,0.08,0.30137151547739033,0.9881951912073396,0.6904571929702783,0.022222222222222223,0.016666666666666666,0.0125,0.00625,0.014285714285714285,0.007142857142857143
Breast cancer,Random forest,9.0,0.065,0.0,0.2,0.0,0.2,0.2748070482130608,0.9888133959668388,0.717184150393808,0.044444444444444446,0.027777777777777776,0.025,0.0,0.014285714285714285,0.0
Breast cancer,Gradient boosting,9.0,0.045,0.0,0.12,0.0,0.12,0.27895036794222833,0.9912824350992615,0.7156643323115922,0.022222222222222223,0.016666666666666666,0.025,0.0125,0.02142857142857143,0.007142857142857143
