n_test,accuracy,auc,log_loss,overall_error,high_confidence_error,high_confidence_low_conflict_error,high_confidence_high_conflict_error,high_confidence_low_conflict_n,high_confidence_high_conflict_n,sef_30_review_error,confidence_30_review_error,hybrid_30_review_error,true_conflict_corr_with_sef_conflict
21000,0.7231904761904762,0.8119710344741732,0.5199206255070825,0.2768095238095238,0.11083333333333334,0.07142857142857142,0.1742857142857143,2100,2100,0.08843537414965986,0.07363945578231293,0.07261904761904762,0.5829414966905091
