dataset,openml_name,openml_version,seed,method,top_quartile_error,error_auc,mean_score
Blood transfusion,blood-transfusion-service-center,1,14,Low confidence,0.36363636363636365,0.7528957528957528,0.21992352154950656
Blood transfusion,blood-transfusion-service-center,1,14,SEF-entropy rank correlation,0.6187844784398354,,
Blood transfusion,blood-transfusion-service-center,1,15,SEF conflict,0.3333333333333333,0.6223290598290598,0.1940412265907824
Blood transfusion,blood-transfusion-service-center,1,15,Attribution entropy,0.30303030303030304,0.5644586894586895,0.7833556451763287
Blood transfusion,blood-transfusion-service-center,1,15,Attribution Gini spread,0.3333333333333333,0.5612535612535612,0.5875870745199283
Blood transfusion,blood-transfusion-service-center,1,15,Low confidence,0.36363636363636365,0.6901709401709402,0.21598923171898432
Blood transfusion,blood-transfusion-service-center,1,15,SEF-entropy rank correlation,0.5761325734527207,,
Blood transfusion,blood-transfusion-service-center,1,16,SEF conflict,0.2727272727272727,0.5858262108262109,0.25695994632643143
Blood transfusion,blood-transfusion-service-center,1,16,Attribution entropy,0.15151515151515152,0.5543091168091169,0.7862629465986495
Blood transfusion,blood-transfusion-service-center,1,16,Attribution Gini spread,0.15151515151515152,0.567485754985755,0.5903692063079098
Blood transfusion,blood-transfusion-service-center,1,16,Low confidence,0.36363636363636365,0.6864316239316239,0.19570748571009597
Blood transfusion,blood-transfusion-service-center,1,16,SEF-entropy rank correlation,0.6577275622610325,,
Blood transfusion,blood-transfusion-service-center,1,17,SEF conflict,0.21212121212121213,0.552536231884058,0.19582457077107115
Blood transfusion,blood-transfusion-service-center,1,17,Attribution entropy,0.30303030303030304,0.6256038647342994,0.8151895974268752
Blood transfusion,blood-transfusion-service-center,1,17,Attribution Gini spread,0.3333333333333333,0.6264090177133655,0.6133177272114015
Blood transfusion,blood-transfusion-service-center,1,17,Low confidence,0.23684210526315788,0.5921900161030595,0.22598326106085267
Blood transfusion,blood-transfusion-service-center,1,17,SEF-entropy rank correlation,0.6440367311426931,,
Blood transfusion,blood-transfusion-service-center,1,18,SEF conflict,0.21212121212121213,0.638961038961039,0.18302109082164475
Blood transfusion,blood-transfusion-service-center,1,18,Attribution entropy,0.15151515151515152,0.49350649350649345,0.7235036377433309
Blood transfusion,blood-transfusion-service-center,1,18,Attribution Gini spread,0.15151515151515152,0.48398268398268396,0.5369505941359917
Blood transfusion,blood-transfusion-service-center,1,18,Low confidence,0.3235294117647059,0.7151515151515151,0.20316881740167297
Blood transfusion,blood-transfusion-service-center,1,18,SEF-entropy rank correlation,0.6265110672075992,,
Blood transfusion,blood-transfusion-service-center,1,19,SEF conflict,0.30303030303030304,0.6206657420249653,0.25146939347585184
Blood transfusion,blood-transfusion-service-center,1,19,Attribution entropy,0.2727272727272727,0.6210124826629682,0.8124280346958658
Blood transfusion,blood-transfusion-service-center,1,19,Attribution Gini spread,0.2727272727272727,0.6390429958391124,0.6094527923682006
Blood transfusion,blood-transfusion-service-center,1,19,Low confidence,0.3235294117647059,0.6099167822468793,0.16622610642099458
Blood transfusion,blood-transfusion-service-center,1,19,SEF-entropy rank correlation,0.7202816850106607,,
Blood transfusion,blood-transfusion-service-center,1,20,SEF conflict,0.15151515151515152,0.594535301156761,0.29873344117694656
Blood transfusion,blood-transfusion-service-center,1,20,Attribution entropy,0.17647058823529413,0.5710011966493818,0.8297035098682666
Blood transfusion,blood-transfusion-service-center,1,20,Attribution Gini spread,0.17647058823529413,0.5805743917032309,0.6269523688464581
Blood transfusion,blood-transfusion-service-center,1,20,Low confidence,0.17142857142857143,0.5127642600717989,0.22374477367041834
Blood transfusion,blood-transfusion-service-center,1,20,SEF-entropy rank correlation,0.6192913245636271,,
Blood transfusion,blood-transfusion-service-center,1,21,SEF conflict,0.21212121212121213,0.5783783783783784,0.2536857579988992
Blood transfusion,blood-transfusion-service-center,1,21,Attribution entropy,0.2727272727272727,0.6436936936936937,0.8141453522316531
Blood transfusion,blood-transfusion-service-center,1,21,Attribution Gini spread,0.2647058823529412,0.6427927927927928,0.6130118785475679
Blood transfusion,blood-transfusion-service-center,1,21,Low confidence,0.21212121212121213,0.6243243243243243,0.24090926815082161
Blood transfusion,blood-transfusion-service-center,1,21,SEF-entropy rank correlation,0.5430151014751907,,
Blood transfusion,blood-transfusion-service-center,1,22,SEF conflict,0.21212121212121213,0.5249084249084248,0.22002323571078353
Blood transfusion,blood-transfusion-service-center,1,22,Attribution entropy,0.2727272727272727,0.6652014652014652,0.7987445667311952
Blood transfusion,blood-transfusion-service-center,1,22,Attribution Gini spread,0.30303030303030304,0.6663003663003664,0.5993749864918618
Blood transfusion,blood-transfusion-service-center,1,22,Low confidence,0.30303030303030304,0.6197802197802198,0.20776397882541744
Blood transfusion,blood-transfusion-service-center,1,22,SEF-entropy rank correlation,0.5749867715511432,,
Blood transfusion,blood-transfusion-service-center,1,23,SEF conflict,0.24242424242424243,0.5575684380032206,0.2127902745267466
Blood transfusion,blood-transfusion-service-center,1,23,Attribution entropy,0.2727272727272727,0.5815217391304348,0.8027398337009813
Blood transfusion,blood-transfusion-service-center,1,23,Attribution Gini spread,0.2727272727272727,0.6044685990338164,0.605177078326142
Blood transfusion,blood-transfusion-service-center,1,23,Low confidence,0.36363636363636365,0.7598631239935587,0.2462159740345027
Blood transfusion,blood-transfusion-service-center,1,23,SEF-entropy rank correlation,0.52257178425458,,
Blood transfusion,blood-transfusion-service-center,1,24,SEF conflict,0.3333333333333333,0.6289912917271407,0.23710256593338155
Blood transfusion,blood-transfusion-service-center,1,24,Attribution entropy,0.30303030303030304,0.6197387518142236,0.7841531329554577
Blood transfusion,blood-transfusion-service-center,1,24,Attribution Gini spread,0.3333333333333333,0.63933236574746,0.5930057395695453
Blood transfusion,blood-transfusion-service-center,1,24,Low confidence,0.3939393939393939,0.7529027576197387,0.2288015570204982
Blood transfusion,blood-transfusion-service-center,1,24,SEF-entropy rank correlation,0.7316054937035317,,
Blood transfusion,blood-transfusion-service-center,1,25,SEF conflict,0.21212121212121213,0.5734702093397746,0.22820720375791467
Blood transfusion,blood-transfusion-service-center,1,25,Attribution entropy,0.14705882352941177,0.572061191626409,0.7766369272717659
Blood transfusion,blood-transfusion-service-center,1,25,Attribution Gini spread,0.15789473684210525,0.5676328502415459,0.5817654027167941
Blood transfusion,blood-transfusion-service-center,1,25,Low confidence,0.2647058823529412,0.6678743961352657,0.2274534515246037
Blood transfusion,blood-transfusion-service-center,1,25,SEF-entropy rank correlation,0.6584811448021982,,
Blood transfusion,blood-transfusion-service-center,1,26,SEF conflict,0.2727272727272727,0.5021974306964165,0.2724348841568226
Blood transfusion,blood-transfusion-service-center,1,26,Attribution entropy,0.18181818181818182,0.5248478701825557,0.8257862173349991
Blood transfusion,blood-transfusion-service-center,1,26,Attribution Gini spread,0.21212121212121213,0.5498647734956051,0.6245652998936058
Blood transfusion,blood-transfusion-service-center,1,26,Low confidence,0.38235294117647056,0.6790060851926979,0.23516943721000896
Blood transfusion,blood-transfusion-service-center,1,26,SEF-entropy rank correlation,0.4913445890086207,,
Blood transfusion,blood-transfusion-service-center,1,27,SEF conflict,0.4117647058823529,0.6152751423149905,0.2783228800962171
Blood transfusion,blood-transfusion-service-center,1,27,Attribution entropy,0.23529411764705882,0.5494939911448451,0.8478209071151517
Blood transfusion,blood-transfusion-service-center,1,27,Attribution Gini spread,0.23529411764705882,0.5627767235926628,0.6437769018375399
Blood transfusion,blood-transfusion-service-center,1,27,Low confidence,0.4117647058823529,0.7009803921568627,0.22003985288549652
Blood transfusion,blood-transfusion-service-center,1,27,SEF-entropy rank correlation,0.580453163201819,,
Blood transfusion,blood-transfusion-service-center,1,28,SEF conflict,0.30303030303030304,0.6117149758454106,0.28853119385715903
Blood transfusion,blood-transfusion-service-center,1,28,Attribution entropy,0.21212121212121213,0.6097020933977456,0.8249641008805052
Blood transfusion,blood-transfusion-service-center,1,28,Attribution Gini spread,0.21212121212121213,0.6201690821256037,0.6188081496829115
Blood transfusion,blood-transfusion-service-center,1,28,Low confidence,0.2727272727272727,0.5964170692431562,0.22101234253123167
Blood transfusion,blood-transfusion-service-center,1,28,SEF-entropy rank correlation,0.6521344297932151,,
Blood transfusion,blood-transfusion-service-center,1,29,SEF conflict,0.24242424242424243,0.640116763969975,0.24621019929817795
Blood transfusion,blood-transfusion-service-center,1,29,Attribution entropy,0.21212121212121213,0.6109257714762302,0.8245202294647503
Blood transfusion,blood-transfusion-service-center,1,29,Attribution Gini spread,0.21212121212121213,0.6296914095079232,0.6220350483762717
Blood transfusion,blood-transfusion-service-center,1,29,Low confidence,0.3333333333333333,0.67139282735613,0.25572419224464044
Blood transfusion,blood-transfusion-service-center,1,29,SEF-entropy rank correlation,0.5697149777732997,,
Blood transfusion,blood-transfusion-service-center,1,30,SEF conflict,0.24242424242424243,0.5889797507788161,0.22302982425870527
Blood transfusion,blood-transfusion-service-center,1,30,Attribution entropy,0.24242424242424243,0.6442757009345794,0.7715019996641203
Blood transfusion,blood-transfusion-service-center,1,30,Attribution Gini spread,0.24242424242424243,0.650506230529595,0.5809114979872729
Blood transfusion,blood-transfusion-service-center,1,30,Low confidence,0.3939393939393939,0.7291666666666666,0.2305764533290438
Blood transfusion,blood-transfusion-service-center,1,30,SEF-entropy rank correlation,0.6518455350402625,,
Blood transfusion,blood-transfusion-service-center,1,31,SEF conflict,0.30303030303030304,0.6353479853479853,0.2116646284290307
Blood transfusion,blood-transfusion-service-center,1,31,Attribution entropy,0.3333333333333333,0.6730769230769231,0.7879672693361096
Blood transfusion,blood-transfusion-service-center,1,31,Attribution Gini spread,0.30303030303030304,0.6811355311355312,0.590798973745491
Blood transfusion,blood-transfusion-service-center,1,31,Low confidence,0.3333333333333333,0.641941391941392,0.21854764021740505
Blood transfusion,blood-transfusion-service-center,1,31,SEF-entropy rank correlation,0.6142057301154127,,
Blood transfusion,blood-transfusion-service-center,1,32,SEF conflict,0.15151515151515152,0.539049919484702,0.27540565877694617
Blood transfusion,blood-transfusion-service-center,1,32,Attribution entropy,0.17647058823529413,0.5817230273752012,0.8178285663292802
Blood transfusion,blood-transfusion-service-center,1,32,Attribution Gini spread,0.18181818181818182,0.5877616747181964,0.61831121653451
Blood transfusion,blood-transfusion-service-center,1,32,Low confidence,0.30303030303030304,0.6843800322061192,0.2563530075843929
Blood transfusion,blood-transfusion-service-center,1,32,SEF-entropy rank correlation,0.6373549527663498,,
Blood transfusion,blood-transfusion-service-center,1,33,SEF conflict,0.29411764705882354,0.4934135166093929,0.31183524406307295
Blood transfusion,blood-transfusion-service-center,1,33,Attribution entropy,0.20588235294117646,0.5286368843069874,0.8533034886196421
Blood transfusion,blood-transfusion-service-center,1,33,Attribution Gini spread,0.20588235294117646,0.5483963344788088,0.6484761597300577
Blood transfusion,blood-transfusion-service-center,1,33,Low confidence,0.3142857142857143,0.6156930126002291,0.23344605342048427
Blood transfusion,blood-transfusion-service-center,1,33,SEF-entropy rank correlation,0.30170541694466424,,
Blood transfusion,blood-transfusion-service-center,1,34,SEF conflict,0.18181818181818182,0.5132882882882882,0.23994097184958607
Blood transfusion,blood-transfusion-service-center,1,34,Attribution entropy,0.18181818181818182,0.5542792792792793,0.7984247289963414
Blood transfusion,blood-transfusion-service-center,1,34,Attribution Gini spread,0.18181818181818182,0.5614864864864866,0.6022445869599019
Blood transfusion,blood-transfusion-service-center,1,34,Low confidence,0.36363636363636365,0.7430180180180179,0.23935039858832843
Blood transfusion,blood-transfusion-service-center,1,34,SEF-entropy rank correlation,0.5584678657738694,,
Blood transfusion,blood-transfusion-service-center,1,35,SEF conflict,0.2,0.5193069306930693,0.2399191540375717
Blood transfusion,blood-transfusion-service-center,1,35,Attribution entropy,0.21212121212121213,0.5607260726072607,0.7907369775983425
Blood transfusion,blood-transfusion-service-center,1,35,Attribution Gini spread,0.24242424242424243,0.5600660066006602,0.5943535095037887
Blood transfusion,blood-transfusion-service-center,1,35,Low confidence,0.3939393939393939,0.6858085808580858,0.21210020240020647
Blood transfusion,blood-transfusion-service-center,1,35,SEF-entropy rank correlation,0.6626232749065023,,
Blood transfusion,blood-transfusion-service-center,1,36,SEF conflict,0.41025641025641024,0.5955004591368228,0.36431485532927277
Blood transfusion,blood-transfusion-service-center,1,36,Attribution entropy,0.2777777777777778,0.6012396694214877,0.8483371018957265
Blood transfusion,blood-transfusion-service-center,1,36,Attribution Gini spread,0.2777777777777778,0.610651974288338,0.6390245664981552
Blood transfusion,blood-transfusion-service-center,1,36,Low confidence,0.5,0.7001836547291093,0.22832575023510487
Blood transfusion,blood-transfusion-service-center,1,36,SEF-entropy rank correlation,0.4965018132095698,,
Blood transfusion,blood-transfusion-service-center,1,37,SEF conflict,0.18181818181818182,0.5545787545787546,0.18137457684012173
Blood transfusion,blood-transfusion-service-center,1,37,Attribution entropy,0.18181818181818182,0.5095238095238096,0.7371276118727519
Blood transfusion,blood-transfusion-service-center,1,37,Attribution Gini spread,0.17647058823529413,0.4970695970695971,0.5459385310010894
Blood transfusion,blood-transfusion-service-center,1,37,Low confidence,0.3333333333333333,0.6153846153846154,0.19841536593807083
Blood transfusion,blood-transfusion-service-center,1,37,SEF-entropy rank correlation,0.604466866362505,,
Blood transfusion,blood-transfusion-service-center,1,38,SEF conflict,0.12121212121212122,0.4078947368421052,0.2122606237177098
Blood transfusion,blood-transfusion-service-center,1,38,Attribution entropy,0.18181818181818182,0.4765037593984962,0.7996161905040199
Blood transfusion,blood-transfusion-service-center,1,38,Attribution Gini spread,0.18181818181818182,0.4929511278195489,0.6013745459762111
Blood transfusion,blood-transfusion-service-center,1,38,Low confidence,0.21212121212121213,0.6151315789473684,0.24260876263530218
Blood transfusion,blood-transfusion-service-center,1,38,SEF-entropy rank correlation,0.6795608904546603,,
Blood transfusion,blood-transfusion-service-center,1,39,SEF conflict,0.2647058823529412,0.661188369152971,0.24619540895505357
Blood transfusion,blood-transfusion-service-center,1,39,Attribution entropy,0.14705882352941177,0.640117994100295,0.7763884024095001
Blood transfusion,blood-transfusion-service-center,1,39,Attribution Gini spread,0.14705882352941177,0.6418036241045091,0.5827503297659371
Blood transfusion,blood-transfusion-service-center,1,39,Low confidence,0.3333333333333333,0.7243994943109987,0.23006796532385754
Blood transfusion,blood-transfusion-service-center,1,39,SEF-entropy rank correlation,0.6862048899509361,,
Blood transfusion,blood-transfusion-service-center,1,40,SEF conflict,0.15151515151515152,0.5753246753246753,0.24794640393386966
Blood transfusion,blood-transfusion-service-center,1,40,Attribution entropy,0.12121212121212122,0.5541125541125541,0.8085692958283328
Blood transfusion,blood-transfusion-service-center,1,40,Attribution Gini spread,0.12121212121212122,0.5735930735930737,0.6084116145149526
Blood transfusion,blood-transfusion-service-center,1,40,Low confidence,0.2727272727272727,0.6350649350649351,0.2293979539146367
Blood transfusion,blood-transfusion-service-center,1,40,SEF-entropy rank correlation,0.6524168853539711,,
Blood transfusion,blood-transfusion-service-center,1,41,SEF conflict,0.30303030303030304,0.524052065647991,0.23048394931531938
Blood transfusion,blood-transfusion-service-center,1,41,Attribution entropy,0.24242424242424243,0.5182512733446519,0.7844998110298994
Blood transfusion,blood-transfusion-service-center,1,41,Attribution Gini spread,0.24242424242424243,0.5227787209960385,0.5883503273764257
Blood transfusion,blood-transfusion-service-center,1,41,Low confidence,0.4411764705882353,0.6891624221844935,0.2004585019765239
Blood transfusion,blood-transfusion-service-center,1,41,SEF-entropy rank correlation,0.6743638004293923,,
Blood transfusion,blood-transfusion-service-center,1,42,SEF conflict,0.18181818181818182,0.5091575091575091,0.2486470025862992
Blood transfusion,blood-transfusion-service-center,1,42,Attribution entropy,0.24242424242424243,0.5578754578754579,0.8186211997829135
Blood transfusion,blood-transfusion-service-center,1,42,Attribution Gini spread,0.24242424242424243,0.5824175824175825,0.618483979145358
Blood transfusion,blood-transfusion-service-center,1,42,Low confidence,0.2571428571428571,0.5798534798534799,0.24593490977429416
Blood transfusion,blood-transfusion-service-center,1,42,SEF-entropy rank correlation,0.6767217374733696,,
Blood transfusion,blood-transfusion-service-center,1,43,SEF conflict,0.16666666666666666,0.5738738738738738,0.26903477139700077
Blood transfusion,blood-transfusion-service-center,1,43,Attribution entropy,0.15151515151515152,0.5619369369369369,0.805270427848297
Blood transfusion,blood-transfusion-service-center,1,43,Attribution Gini spread,0.15151515151515152,0.5646396396396396,0.6075808556972497
Blood transfusion,blood-transfusion-service-center,1,43,Low confidence,0.18181818181818182,0.6227477477477478,0.19313479365958616
Blood transfusion,blood-transfusion-service-center,1,43,SEF-entropy rank correlation,0.6286558724238485,,
Blood transfusion,blood-transfusion-service-center,1,44,SEF conflict,0.22857142857142856,0.6448220064724919,0.26945879917562876
Blood transfusion,blood-transfusion-service-center,1,44,Attribution entropy,0.20588235294117646,0.6055016181229773,0.8135128152847059
Blood transfusion,blood-transfusion-service-center,1,44,Attribution Gini spread,0.23529411764705882,0.6097087378640778,0.6132575493319383
Blood transfusion,blood-transfusion-service-center,1,44,Low confidence,0.39473684210526316,0.6585760517799353,0.20689221599104948
Blood transfusion,blood-transfusion-service-center,1,44,SEF-entropy rank correlation,0.6554076118486549,,
Blood transfusion,blood-transfusion-service-center,1,45,SEF conflict,0.24242424242424243,0.5402298850574713,0.2806968098621148
Blood transfusion,blood-transfusion-service-center,1,45,Attribution entropy,0.2727272727272727,0.5801217038539553,0.8067464478789369
Blood transfusion,blood-transfusion-service-center,1,45,Attribution Gini spread,0.2727272727272727,0.5848546315077755,0.6108780844975299
Blood transfusion,blood-transfusion-service-center,1,45,Low confidence,0.3333333333333333,0.6883029073698445,0.2366873998490312
Blood transfusion,blood-transfusion-service-center,1,45,SEF-entropy rank correlation,0.6418243537566596,,
Blood transfusion,blood-transfusion-service-center,1,46,SEF conflict,0.18181818181818182,0.5037393162393162,0.24910008912625586
Blood transfusion,blood-transfusion-service-center,1,46,Attribution entropy,0.21212121212121213,0.4613603988603988,0.810299933572609
Blood transfusion,blood-transfusion-service-center,1,46,Attribution Gini spread,0.18181818181818182,0.48023504273504275,0.612086855104699
Blood transfusion,blood-transfusion-service-center,1,46,Low confidence,0.42424242424242425,0.67752849002849,0.2304697817189704
Blood transfusion,blood-transfusion-service-center,1,46,SEF-entropy rank correlation,0.6035128446689898,,
Blood transfusion,blood-transfusion-service-center,1,47,SEF conflict,0.3939393939393939,0.6888278388278388,0.2694765942854244
Blood transfusion,blood-transfusion-service-center,1,47,Attribution entropy,0.36363636363636365,0.6683150183150184,0.835024811109764
Blood transfusion,blood-transfusion-service-center,1,47,Attribution Gini spread,0.36363636363636365,0.6774725274725275,0.6289298877365079
Blood transfusion,blood-transfusion-service-center,1,47,Low confidence,0.21212121212121213,0.6181318681318682,0.20930677165333914
Blood transfusion,blood-transfusion-service-center,1,47,SEF-entropy rank correlation,0.551732973179457,,
Blood transfusion,blood-transfusion-service-center,1,48,SEF conflict,0.30303030303030304,0.6564102564102564,0.23133264451875646
Blood transfusion,blood-transfusion-service-center,1,48,Attribution entropy,0.30303030303030304,0.678937728937729,0.8458521809842358
Blood transfusion,blood-transfusion-service-center,1,48,Attribution Gini spread,0.3333333333333333,0.6888278388278388,0.6393388833578296
Blood transfusion,blood-transfusion-service-center,1,48,Low confidence,0.30303030303030304,0.6225274725274725,0.2233976391068988
Blood transfusion,blood-transfusion-service-center,1,48,SEF-entropy rank correlation,0.6674092306555149,,
Blood transfusion,blood-transfusion-service-center,1,49,SEF conflict,0.24242424242424243,0.563776364245062,0.2793274515679067
Blood transfusion,blood-transfusion-service-center,1,49,Attribution entropy,0.2727272727272727,0.5833612320053565,0.8498393688425507
Blood transfusion,blood-transfusion-service-center,1,49,Attribution Gini spread,0.2727272727272727,0.600435219283562,0.6389203702758348
Blood transfusion,blood-transfusion-service-center,1,49,Low confidence,0.36363636363636365,0.62152661533311,0.2627551401135204
Blood transfusion,blood-transfusion-service-center,1,49,SEF-entropy rank correlation,0.5757067069700263,,
